2024-11-09 13:32:16.841 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [35c3c8f08f1c42c5943edcdbfaf90a40], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2024-11-09 13:44:53.795 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.xr.visionos], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.796 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.zivart-player], Result: [granted: True, group: (null)]
2024-11-09 13:49:37.812 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2024-11-09 13:49:37.813 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-09 14:01:19.334 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2024-11-09 14:01:19.334 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-09 15:32:22.182 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [35c3c8f08f1c42c5943edcdbfaf90a40], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-09 15:32:23.417 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [35c3c8f08f1c42c5943edcdbfaf90a40], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-24 14:53:56.999 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [74473c5fc9e947cc91e8b63d29e932d0], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-24 14:53:58.030 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [74473c5fc9e947cc91e8b63d29e932d0], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-24 14:53:58.511 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [74473c5fc9e947cc91e8b63d29e932d0], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
2024-11-24 14:54:56.895 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [74473c5fc9e947cc91e8b63d29e932d0], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 20066427825706-UnityPersonal]
